"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","run","tots"
50,50,50,50,50,"20 all",250
48.4452878177594,48.3464776309412,48.4452878177594,48.3464776309412,48.4452878177594,"20 all",242.028818715161
47.0895226485581,46.9074568609453,47.0895226485581,46.9074568609453,47.0895226485581,"20 all",235.083481667565
45.8993555708756,45.6462130109153,45.8993555708756,45.6462130109153,45.8993555708756,"20 all",228.990492734457
44.8485003229153,44.5339733475111,44.8485003229153,44.5339733475111,44.8485003229153,"20 all",223.613447663768
43.9159406020369,43.5478555056686,43.9159406020369,43.5478555056686,43.9159406020369,"20 all",218.843532817448
43.0846607934718,42.6694200821902,43.0846607934718,42.6694200821902,43.0846607934718,"20 all",214.592822544796
42.3407291753456,41.8836329244027,42.3407291753456,41.8836329244027,42.3407291753456,"20 all",210.789453374842
41.6726238980355,41.1781072180997,41.6726238980355,41.1781072180997,41.6726238980355,"20 all",207.374086130306
41.0707295246976,40.5425407281543,41.0707295246976,40.5425407281543,41.0707295246976,"20 all",204.297270030401
40.5269555920717,39.9682916865982,40.5269555920717,39.9682916865982,40.5269555920717,"20 all",201.517450149412
40.0344438561285,39.4480548752466,40.0344438561285,39.4480548752466,40.0344438561285,"20 all",198.999441318879
39.5873409640134,38.9756111973431,39.5873409640134,38.9756111973431,39.5873409640134,"20 all",196.713245286726
39.1806200229275,38.5456319131881,39.1806200229275,38.5456319131881,39.1806200229275,"20 all",194.633123895159
38.8099391653494,38.1535240443973,38.8099391653494,38.1535240443973,38.8099391653494,"20 all",192.736865584843
38.4715284213013,37.7953071407992,38.4715284213013,37.7953071407992,38.4715284213013,"20 all",191.005199545502
38.1620984626933,37.4675142040545,38.1620984626933,37.4675142040545,38.1620984626933,"20 all",189.421323796189
37.8787664302218,37.1671113791976,37.8787664302218,37.1671113791976,37.8787664302218,"20 all",187.970522049061
37.61899519322,36.8914323868355,37.61899519322,36.8914323868355,37.61899519322,"20 all",186.639850353331
37.3805432773194,36.6381246129973,37.3805432773194,36.6381246129973,37.3805432773194,"20 all",185.417879057953
37.1614233257198,36.4051044942297,37.1614233257198,36.4051044942297,37.1614233257198,"20 all",184.294478965619
36.959867433932,36.1905203706431,36.959867433932,36.1905203706431,36.959867433932,"20 all",183.260643043082
36.7742980549943,35.9927213832188,36.7742980549943,35.9927213832188,36.7742980549943,"20 all",182.30833693142
36.6033034574098,35.810231285042,36.6033034574098,35.810231285042,36.6033034574098,"20 all",181.430372942313
36.4456169078841,35.6417262900214,36.4456169078841,35.6417262900214,36.4456169078841,"20 all",180.620303303695
36.3000989481982,35.4860162284507,36.3000989481982,35.4860162284507,36.3000989481982,"20 all",179.872329301496
36.1657222230077,35.3420284583434,36.1657222230077,35.3420284583434,36.1657222230077,"20 all",179.18122358571
36.0415584414543,35.2087940648916,36.0415584414543,35.2087940648916,36.0415584414543,"20 all",178.542263454146
35.9267671317514,35.0854359694123,35.9267671317514,35.0854359694123,35.9267671317514,"20 all",177.951173334079
35.8205858951097,34.9711586532341,35.8205858951097,34.9711586532341,35.8205858951097,"20 all",177.404074991797
35.722321938796,34.8652392334774,35.722321938796,34.8652392334774,35.722321938796,"20 all",176.897444283343
50,50,50,50,50,"1,1,1,1,40",250
48.4418303592296,48.4418303592301,48.4418303592296,48.4418303592301,48.4418303592296,"1,1,1,1,40",242.209151796149
47.0831797498649,47.0831797498676,47.0831797498649,47.0831797498676,47.0831797498649,"1,1,1,1,40",235.41589874933
45.8905744685887,45.8905744685976,45.8905744685887,45.8905744685976,45.8905744685887,"1,1,1,1,40",229.452872342961
44.8376362666431,44.8376362666534,44.8376362666431,44.8376362666534,44.8376362666431,"1,1,1,1,40",224.188181333236
43.903279769456,43.9032797694657,43.903279769456,43.9032797694657,43.903279769456,"1,1,1,1,40",219.516398847299
43.0704366440325,43.0704366440388,43.0704366440325,43.0704366440388,43.0704366440325,"1,1,1,1,40",215.352183220175
42.325134347152,42.3251343471568,42.325134347152,42.3251343471568,42.325134347152,"1,1,1,1,40",211.62567173577
41.6558189992331,41.6558189992379,41.6558189992331,41.6558189992379,41.6558189992331,"1,1,1,1,40",208.279094996175
41.0528497356433,41.0528497356455,41.0528497356433,41.0528497356455,41.0528497356433,"1,1,1,1,40",205.264248678221
40.5081156838702,40.5081156838707,40.5081156838702,40.5081156838707,40.5081156838702,"1,1,1,1,40",202.540578419352
40.0147420584728,40.0147420584744,40.0147420584728,40.0147420584744,40.0147420584728,"1,1,1,1,40",200.073710292367
39.5668619751329,39.5668619751339,39.5668619751329,39.5668619751339,39.5668619751329,"1,1,1,1,40",197.834309875666
39.1594373773226,39.159437377326,39.1594373773226,39.159437377326,39.1594373773226,"1,1,1,1,40",195.79718688662
38.7881171142179,38.7881171142219,38.7881171142179,38.7881171142219,38.7881171142179,"1,1,1,1,40",193.940585571098
38.4491234369077,38.4491234369098,38.4491234369077,38.4491234369098,38.4491234369077,"1,1,1,1,40",192.245617184543
38.1391604573925,38.1391604573955,38.1391604573925,38.1391604573955,38.1391604573925,"1,1,1,1,40",190.695802286969
37.8553397433589,37.8553397433617,37.8553397433589,37.8553397433617,37.8553397433589,"1,1,1,1,40",189.2766987168
37.5951194009416,37.5951194009444,37.5951194009416,37.5951194009444,37.5951194009416,"1,1,1,1,40",187.975597004714
37.3562538616595,37.3562538616633,37.3562538616595,37.3562538616633,37.3562538616595,"1,1,1,1,40",186.781269308305
37.1367522294691,37.1367522294727,37.1367522294691,37.1367522294727,37.1367522294691,"1,1,1,1,40",185.683761147353
